domain,category,score,first_seen,last_seen,ports,ip,url,type,file_hash
,THREATFOX,0.0,2025-04-21,2025-04-21,,36.138.95.31,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,36.138.95.31,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,65.108.209.233,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,65.108.209.233,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,192.145.45.61,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,192.145.45.61,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,38.242.221.155,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,38.242.221.155,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,192.145.28.124,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,192.145.28.124,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,52.204.130.225,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,52.204.130.225,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,52.72.220.219,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,52.72.220.219,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,47.94.8.20,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,47.94.8.20,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,101.200.29.152,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,101.200.29.152,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,51.178.141.34,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,51.178.141.34,,Intel::ADDR,
,THREATFOX,0.0,2025-04-21,2025-04-21,,1.92.144.199,,Intel::ADDR,
