domain,category,score,first_seen,last_seen,ports,ip,url,type,file_hash
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,209.97.183.158,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,213.232.204.130,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,216.108.231.34,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,216.71.186.32,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,217.18.94.226,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,218.157.179.170,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,219.78.63.235,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,220.116.26.179,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,221.151.84.6,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,221.7.248.141,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,222.121.250.203,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,223.123.92.132,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,223.243.162.130,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,2.26.0.248,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,2.26.49.39,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,24.212.56.34,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.155.92.28,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.0.243,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.0.86,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.1.161,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.1.26,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.1.91,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.2.156,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.2.32,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.2.33,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.2.68,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.3.224,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.3.81,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.40.150,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.40.255,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.41.116,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.41.93,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.4.201,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.42.201,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.42.39,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.4.254,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.43.77,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.44.157,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.44.188,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.45.223,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.4.54,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.46.149,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.46.185,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.5.114,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.6.10,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.6.157,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.7.145,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,27.79.7.248,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,3.101.153.151,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,31.169.127.177,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,31.58.179.214,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,31.58.244.121,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,31.58.244.174,,Intel::ADDR,
,Compromised-IPs,0.0,2026-07-31,2026-07-31,,31.59.44.150,,Intel::ADDR,
